,GarageArea,YrSold
0,730.0,2010
1,312.0,2010
2,482.0,2010
3,470.0,2010
4,506.0,2010
5,440.0,2010
6,420.0,2010
7,393.0,2010
8,506.0,2010
9,525.0,2010
10,511.0,2010
11,264.0,2010
12,320.0,2010
13,440.0,2010
14,308.0,2010
15,751.0,2010
16,868.0,2010
17,730.0,2010
18,678.0,2010
19,958.0,2010
20,756.0,2010
21,484.0,2010
22,430.0,2010
23,437.0,2010
24,400.0,2010
25,433.0,2010
26,962.0,2010
27,880.0,2010
28,676.0,2010
29,528.0,2010
30,484.0,2010
31,429.0,2010
32,461.0,2010
33,762.0,2010
34,713.0,2010
35,506.0,2010
36,588.0,2010
37,480.0,2010
38,480.0,2010
39,480.0,2010
40,440.0,2010
41,496.0,2010
42,852.0,2010
43,592.0,2010
44,596.0,2010
45,535.0,2010
46,660.0,2010
47,678.0,2010
48,441.0,2010
49,490.0,2010
50,504.0,2010
51,517.0,2010
52,480.0,2010
53,0.0,2010
54,400.0,2010
55,470.0,2010
56,315.0,2010
57,576.0,2010
58,620.0,2010
59,308.0,2010
60,312.0,2010
61,440.0,2010
62,263.0,2010
63,318.0,2010
64,305.0,2010
65,264.0,2010
66,676.0,2010
67,280.0,2010
68,484.0,2010
69,440.0,2010
70,240.0,2010
71,0.0,2010
72,551.0,2010
73,240.0,2010
74,240.0,2010
75,315.0,2010
76,780.0,2010
77,288.0,2010
78,624.0,2010
79,0.0,2010
80,624.0,2010
81,363.0,2010
82,315.0,2010
83,200.0,2010
84,240.0,2010
85,576.0,2010
86,240.0,2010
87,312.0,2010
88,624.0,2010
89,480.0,2010
90,288.0,2010
91,572.0,2010
92,0.0,2010
93,180.0,2010
94,365.0,2010
95,180.0,2010
96,0.0,2010
97,231.0,2010
98,0.0,2010
99,450.0,2010
100,0.0,2010
101,416.0,2010
102,280.0,2010
103,591.0,2010
104,480.0,2010
105,690.0,2010
106,440.0,2010
107,522.0,2010
108,480.0,2010
109,467.0,2010
110,209.0,2010
111,366.0,2010
112,572.0,2010
113,504.0,2010
114,528.0,2010
115,1017.0,2010
116,615.0,2010
117,484.0,2010
118,580.0,2010
119,513.0,2010
120,308.0,2010
121,484.0,2010
122,850.0,2010
123,621.0,2010
124,420.0,2010
125,240.0,2010
126,319.0,2010
127,336.0,2010
128,480.0,2010
129,352.0,2010
130,0.0,2010
131,260.0,2010
132,399.0,2010
133,0.0,2010
134,0.0,2010
135,312.0,2010
136,484.0,2010
137,473.0,2010
138,598.0,2010
139,531.0,2010
140,200.0,2010
141,625.0,2010
142,330.0,2010
143,525.0,2010
144,741.0,2010
145,473.0,2010
146,776.0,2010
147,660.0,2010
148,520.0,2010
149,400.0,2010
150,528.0,2010
151,624.0,2010
152,686.0,2010
153,253.0,2010
154,0.0,2010
155,0.0,2010
156,286.0,2010
157,352.0,2010
158,495.0,2010
159,616.0,2010
160,576.0,2010
161,275.0,2010
162,482.0,2010
163,616.0,2010
164,502.0,2009
165,528.0,2009
166,470.0,2009
167,632.0,2009
168,390.0,2009
169,564.0,2009
170,495.0,2009
171,528.0,2009
172,396.0,2009
173,440.0,2009
174,409.0,2009
175,430.0,2009
176,567.0,2009
177,529.0,2009
178,484.0,2009
179,441.0,2009
180,479.0,2009
181,581.0,2009
182,588.0,2009
183,565.0,2009
184,478.0,2009
185,528.0,2009
186,506.0,2009
187,477.0,2009
188,336.0,2009
189,576.0,2009
190,576.0,2009
191,264.0,2009
192,288.0,2009
193,440.0,2009
194,440.0,2009
195,440.0,2009
196,440.0,2009
197,440.0,2009
198,345.0,2009
199,656.0,2009
200,754.0,2009
201,864.0,2009
202,896.0,2009
203,762.0,2009
204,834.0,2009
205,932.0,2009
206,640.0,2009
207,927.0,2009
208,700.0,2009
209,850.0,2009
210,583.0,2009
211,886.0,2009
212,730.0,2009
213,871.0,2009
214,484.0,2009
215,624.0,2009
216,484.0,2009
217,949.0,2009
218,685.0,2009
219,649.0,2009
220,539.0,2009
221,701.0,2009
222,478.0,2009
223,390.0,2009
224,392.0,2009
225,397.0,2009
226,400.0,2009
227,436.0,2009
228,434.0,2009
229,400.0,2009
230,393.0,2009
231,644.0,2009
232,400.0,2009
233,394.0,2009
234,400.0,2009
235,658.0,2009
236,410.0,2009
237,810.0,2009
238,815.0,2009
239,647.0,2009
240,623.0,2009
241,972.0,2009
242,726.0,2009
243,844.0,2009
244,492.0,2009
245,795.0,2009
246,529.0,2009
247,625.0,2009
248,984.0,2009
249,692.0,2009
250,782.0,2009
251,517.0,2009
252,711.0,2009
253,588.0,2009
254,628.0,2009
255,576.0,2009
256,484.0,2009
257,0.0,2009
258,478.0,2009
259,845.0,2009
260,576.0,2009
261,0.0,2009
262,576.0,2009
263,788.0,2009
264,559.0,2009
265,528.0,2009
266,542.0,2009
267,495.0,2009
268,465.0,2009
269,612.0,2009
270,400.0,2009
271,732.0,2009
272,440.0,2009
273,288.0,2009
274,300.0,2009
275,252.0,2009
276,864.0,2009
277,524.0,2009
278,704.0,2009
279,561.0,2009
280,641.0,2009
281,440.0,2009
282,506.0,2009
283,642.0,2009
284,540.0,2009
285,527.0,2009
286,784.0,2009
287,515.0,2009
288,502.0,2009
289,336.0,2009
290,520.0,2009
291,312.0,2009
292,440.0,2009
293,498.0,2009
294,495.0,2009
295,396.0,2009
296,308.0,2009
297,768.0,2009
298,576.0,2009
299,610.0,2009
300,520.0,2009
301,549.0,2009
302,368.0,2009
303,330.0,2009
304,550.0,2009
305,530.0,2009
306,542.0,2009
307,286.0,2009
308,441.0,2009
309,297.0,2009
310,304.0,2009
311,350.0,2009
312,294.0,2009
313,495.0,2009
314,297.0,2009
315,480.0,2009
316,240.0,2009
317,230.0,2009
318,616.0,2009
319,410.0,2009
320,246.0,2009
321,366.0,2009
322,720.0,2009
323,281.0,2009
324,264.0,2009
325,528.0,2009
326,624.0,2009
327,0.0,2009
328,576.0,2009
329,320.0,2009
330,907.0,2009
331,364.0,2009
332,480.0,2009
333,480.0,2009
334,308.0,2009
335,384.0,2009
336,900.0,2009
337,294.0,2009
338,240.0,2009
339,288.0,2009
340,384.0,2009
341,576.0,2009
342,483.0,2009
343,564.0,2009
344,264.0,2009
345,162.0,2009
346,324.0,2009
347,472.0,2009
348,0.0,2009
349,400.0,2009
350,0.0,2009
351,0.0,2009
352,308.0,2009
353,288.0,2009
354,308.0,2009
355,287.0,2009
356,720.0,2009
357,357.0,2009
358,280.0,2009
359,0.0,2009
360,207.0,2009
361,640.0,2009
362,0.0,2009
363,216.0,2009
364,336.0,2009
365,320.0,2009
366,264.0,2009
367,250.0,2009
368,1184.0,2009
369,576.0,2009
370,216.0,2009
371,0.0,2009
372,316.0,2009
373,379.0,2009
374,0.0,2009
375,384.0,2009
376,0.0,2009
377,308.0,2009
378,220.0,2009
379,0.0,2009
380,252.0,2009
381,226.0,2009
382,668.0,2009
383,504.0,2009
384,384.0,2009
385,480.0,2009
386,336.0,2009
387,0.0,2009
388,498.0,2009
389,340.0,2009
390,240.0,2009
391,252.0,2009
392,266.0,2009
393,462.0,2009
394,576.0,2009
395,473.0,2009
396,576.0,2009
397,720.0,2009
398,400.0,2009
399,672.0,2009
400,400.0,2009
401,820.0,2009
402,820.0,2009
403,820.0,2009
404,1138.0,2009
405,846.0,2009
406,904.0,2009
407,524.0,2009
408,662.0,2009
409,810.0,2009
410,844.0,2009
411,440.0,2009
412,525.0,2009
413,440.0,2009
414,539.0,2009
415,492.0,2009
416,577.0,2009
417,608.0,2009
418,343.0,2009
419,444.0,2009
420,1231.0,2009
421,570.0,2009
422,550.0,2009
423,608.0,2009
424,521.0,2009
425,523.0,2009
426,511.0,2009
427,810.0,2009
428,440.0,2009
429,544.0,2009
430,525.0,2009
431,320.0,2009
432,195.0,2009
433,0.0,2009
434,313.0,2009
435,256.0,2009
436,250.0,2009
437,180.0,2009
438,440.0,2009
439,215.0,2009
440,440.0,2009
441,307.0,2009
442,400.0,2009
443,390.0,2009
444,463.0,2009
445,295.0,2009
446,576.0,2009
447,452.0,2009
448,462.0,2009
449,462.0,2009
450,501.0,2009
451,551.0,2009
452,576.0,2009
453,200.0,2009
454,482.0,2009
455,280.0,2009
456,642.0,2009
457,351.0,2009
458,541.0,2009
459,672.0,2009
460,780.0,2009
461,885.0,2009
462,440.0,2009
463,578.0,2009
464,486.0,2009
465,920.0,2009
466,384.0,2009
467,504.0,2009
468,336.0,2009
469,429.0,2009
470,698.0,2009
471,440.0,2009
472,898.0,2009
473,470.0,2008
474,420.0,2008
475,472.0,2008
476,386.0,2008
477,404.0,2008
478,528.0,2008
479,506.0,2008
480,460.0,2008
481,416.0,2008
482,462.0,2008
483,683.0,2008
484,670.0,2008
485,495.0,2008
486,557.0,2008
487,738.0,2008
488,528.0,2008
489,598.0,2008
490,550.0,2008
491,551.0,2008
492,461.0,2008
493,489.0,2008
494,484.0,2008
495,1314.0,2008
496,473.0,2008
497,787.0,2008
498,480.0,2008
499,288.0,2008
500,576.0,2008
501,264.0,2008
502,352.0,2008
503,264.0,2008
504,460.0,2008
505,440.0,2008
506,905.0,2008
507,650.0,2008
508,706.0,2008
509,850.0,2008
510,1150.0,2008
511,1003.0,2008
512,656.0,2008
513,756.0,2008
514,789.0,2008
515,732.0,2008
516,746.0,2008
517,795.0,2008
518,870.0,2008
519,484.0,2008
520,944.0,2008
521,550.0,2008
522,550.0,2008
523,474.0,2008
524,644.0,2008
525,668.0,2008
526,428.0,2008
527,393.0,2008
528,400.0,2008
529,434.0,2008
530,484.0,2008
531,431.0,2008
532,403.0,2008
533,400.0,2008
534,450.0,2008
535,516.0,2008
536,687.0,2008
537,938.0,2008
538,576.0,2008
539,751.0,2008
540,783.0,2008
541,642.0,2008
542,851.0,2008
543,880.0,2008
544,480.0,2008
545,588.0,2008
546,660.0,2008
547,462.0,2008
548,542.0,2008
549,478.0,2008
550,0.0,2008
551,483.0,2008
552,525.0,2008
553,474.0,2008
554,483.0,2008
555,627.0,2008
556,506.0,2008
557,384.0,2008
558,420.0,2008
559,308.0,2008
560,276.0,2008
561,484.0,2008
562,490.0,2008
563,473.0,2008
564,636.0,2008
565,495.0,2008
566,480.0,2008
567,540.0,2008
568,440.0,2008
569,495.0,2008
570,545.0,2008
571,588.0,2008
572,484.0,2008
573,462.0,2008
574,546.0,2008
575,480.0,2008
576,480.0,2008
577,846.0,2008
578,477.0,2008
579,864.0,2008
580,550.0,2008
581,469.0,2008
582,516.0,2008
583,512.0,2008
584,578.0,2008
585,484.0,2008
586,470.0,2008
587,576.0,2008
588,576.0,2008
589,464.0,2008
590,267.0,2008
591,451.0,2008
592,264.0,2008
593,231.0,2008
594,450.0,2008
595,264.0,2008
596,312.0,2008
597,480.0,2008
598,292.0,2008
599,480.0,2008
600,441.0,2008
601,384.0,2008
602,240.0,2008
603,636.0,2008
604,400.0,2008
605,540.0,2008
606,301.0,2008
607,484.0,2008
608,390.0,2008
609,288.0,2008
610,308.0,2008
611,1488.0,2008
612,372.0,2008
613,495.0,2008
614,401.0,2008
615,576.0,2008
616,311.0,2008
617,299.0,2008
618,576.0,2008
619,280.0,2008
620,240.0,2008
621,0.0,2008
622,480.0,2008
623,350.0,2008
624,264.0,2008
625,308.0,2008
626,400.0,2008
627,330.0,2008
628,256.0,2008
629,308.0,2008
630,0.0,2008
631,440.0,2008
632,225.0,2008
633,0.0,2008
634,828.0,2008
635,200.0,2008
636,0.0,2008
637,869.0,2008
638,297.0,2008
639,0.0,2008
640,420.0,2008
641,288.0,2008
642,308.0,2008
643,393.0,2008
644,0.0,2008
645,400.0,2008
646,342.0,2008
647,308.0,2008
648,308.0,2008
649,288.0,2008
650,252.0,2008
651,240.0,2008
652,240.0,2008
653,200.0,2008
654,240.0,2008
655,370.0,2008
656,672.0,2008
657,240.0,2008
658,160.0,2008
659,355.0,2008
660,280.0,2008
661,336.0,2008
662,164.0,2008
663,400.0,2008
664,576.0,2008
665,672.0,2008
666,360.0,2008
667,228.0,2008
668,440.0,2008
669,308.0,2008
670,400.0,2008
671,400.0,2008
672,320.0,2008
673,384.0,2008
674,576.0,2008
675,0.0,2008
676,240.0,2008
677,440.0,2008
678,484.0,2008
679,294.0,2008
680,504.0,2008
681,270.0,2008
682,506.0,2008
683,400.0,2008
684,300.0,2008
685,621.0,2008
686,626.0,2008
687,627.0,2008
688,912.0,2008
689,478.0,2008
690,249.0,2008
691,0.0,2008
692,322.0,2008
693,0.0,2008
694,280.0,2008
695,614.0,2008
696,534.0,2008
697,453.0,2008
698,472.0,2008
699,484.0,2008
700,864.0,2008
701,1348.0,2008
702,874.0,2008
703,811.0,2008
704,438.0,2008
705,528.0,2008
706,558.0,2008
707,600.0,2008
708,532.0,2008
709,626.0,2008
710,528.0,2008
711,576.0,2008
712,440.0,2008
713,570.0,2008
714,725.0,2008
715,715.0,2008
716,596.0,2008
717,560.0,2008
718,420.0,2008
719,721.0,2008
720,470.0,2008
721,814.0,2008
722,610.0,2008
723,264.0,2008
724,504.0,2008
725,480.0,2008
726,542.0,2008
727,440.0,2008
728,624.0,2008
729,0.0,2008
730,0.0,2008
731,0.0,2008
732,0.0,2008
733,0.0,2008
734,286.0,2008
735,312.0,2008
736,205.0,2008
737,312.0,2008
738,480.0,2008
739,369.0,2008
740,400.0,2008
741,180.0,2008
742,599.0,2008
743,240.0,2008
744,225.0,2008
745,344.0,2008
746,786.0,2008
747,506.0,2008
748,484.0,2008
749,462.0,2008
750,195.0,2008
751,240.0,2008
752,0.0,2008
753,288.0,2008
754,360.0,2008
755,356.0,2008
756,487.0,2008
757,185.0,2008
758,195.0,2008
759,216.0,2008
760,525.0,2008
761,482.0,2008
762,786.0,2008
763,816.0,2008
764,484.0,2008
765,432.0,2008
766,512.0,2008
767,788.0,2008
768,612.0,2008
769,400.0,2008
770,666.0,2008
771,438.0,2008
772,578.0,2008
773,467.0,2008
774,435.0,2008
775,520.0,2008
776,892.0,2008
777,784.0,2008
778,0.0,2008
779,392.0,2008
780,850.0,2008
781,499.0,2008
782,336.0,2008
783,297.0,2008
784,297.0,2008
785,257.0,2008
786,0.0,2008
787,264.0,2008
788,264.0,2008
789,484.0,2008
790,288.0,2008
791,525.0,2007
792,390.0,2007
793,398.0,2007
794,451.0,2007
795,420.0,2007
796,482.0,2007
797,420.0,2007
798,392.0,2007
799,480.0,2007
800,480.0,2007
801,484.0,2007
802,729.0,2007
803,1110.0,2007
804,828.0,2007
805,556.0,2007
806,724.0,2007
807,724.0,2007
808,480.0,2007
809,484.0,2007
810,663.0,2007
811,481.0,2007
812,495.0,2007
813,478.0,2007
814,944.0,2007
815,585.0,2007
816,488.0,2007
817,576.0,2007
818,368.0,2007
819,270.0,2007
820,511.0,2007
821,522.0,2007
822,264.0,2007
823,264.0,2007
824,319.0,2007
825,360.0,2007
826,730.0,2007
827,856.0,2007
828,938.0,2007
829,1040.0,2007
830,670.0,2007
831,878.0,2007
832,932.0,2007
833,814.0,2007
834,1174.0,2007
835,728.0,2007
836,786.0,2007
837,843.0,2007
838,916.0,2007
839,818.0,2007
840,774.0,2007
841,878.0,2007
842,554.0,2007
843,876.0,2007
844,631.0,2007
845,631.0,2007
846,460.0,2007
847,627.0,2007
848,564.0,2007
849,550.0,2007
850,478.0,2007
851,572.0,2007
852,400.0,2007
853,454.0,2007
854,440.0,2007
855,350.0,2007
856,388.0,2007
857,440.0,2007
858,400.0,2007
859,462.0,2007
860,630.0,2007
861,388.0,2007
862,437.0,2007
863,400.0,2007
864,534.0,2007
865,400.0,2007
866,434.0,2007
867,435.0,2007
868,442.0,2007
869,460.0,2007
870,925.0,2007
871,806.0,2007
872,758.0,2007
873,600.0,2007
874,517.0,2007
875,933.0,2007
876,605.0,2007
877,852.0,2007
878,484.0,2007
879,1092.0,2007
880,480.0,2007
881,484.0,2007
882,672.0,2007
883,574.0,2007
884,859.0,2007
885,598.0,2007
886,575.0,2007
887,590.0,2007
888,561.0,2007
889,880.0,2007
890,594.0,2007
891,658.0,2007
892,744.0,2007
893,0.0,2007
894,0.0,2007
895,576.0,2007
896,566.0,2007
897,492.0,2007
898,283.0,2007
899,308.0,2007
900,686.0,2007
901,564.0,2007
902,431.0,2007
903,542.0,2007
904,540.0,2007
905,484.0,2007
906,476.0,2007
907,466.0,2007
908,528.0,2007
909,440.0,2007
910,440.0,2007
911,625.0,2007
912,552.0,2007
913,1105.0,2007
914,478.0,2007
915,546.0,2007
916,676.0,2007
917,412.0,2007
918,570.0,2007
919,480.0,2007
920,528.0,2007
921,515.0,2007
922,472.0,2007
923,473.0,2007
924,484.0,2007
925,311.0,2007
926,308.0,2007
927,530.0,2007
928,396.0,2007
929,440.0,2007
930,784.0,2007
931,312.0,2007
932,440.0,2007
933,440.0,2007
934,539.0,2007
935,286.0,2007
936,510.0,2007
937,512.0,2007
938,0.0,2007
939,0.0,2007
940,308.0,2007
941,288.0,2007
942,792.0,2007
943,432.0,2007
944,525.0,2007
945,315.0,2007
946,308.0,2007
947,692.0,2007
948,336.0,2007
949,464.0,2007
950,308.0,2007
951,310.0,2007
952,336.0,2007
953,336.0,2007
954,484.0,2007
955,410.0,2007
956,293.0,2007
957,252.0,2007
958,352.0,2007
959,390.0,2007
960,280.0,2007
961,420.0,2007
962,0.0,2007
963,371.0,2007
964,1200.0,2007
965,580.0,2007
966,0.0,2007
967,276.0,2007
968,240.0,2007
969,288.0,2007
970,357.0,2007
971,286.0,2007
972,338.0,2007
973,324.0,2007
974,351.0,2007
975,300.0,2007
976,294.0,2007
977,288.0,2007
978,576.0,2007
979,576.0,2007
980,184.0,2007
981,180.0,2007
982,379.0,2007
983,576.0,2007
984,252.0,2007
985,342.0,2007
986,816.0,2007
987,374.0,2007
988,480.0,2007
989,468.0,2007
990,336.0,2007
991,576.0,2007
992,331.0,2007
993,384.0,2007
994,308.0,2007
995,308.0,2007
996,224.0,2007
997,217.0,2007
998,240.0,2007
999,528.0,2007
1000,280.0,2007
1001,230.0,2007
1002,379.0,2007
1003,408.0,2007
1004,576.0,2007
1005,576.0,2007
1006,456.0,2007
1007,240.0,2007
1008,216.0,2007
1009,658.0,2007
1010,299.0,2007
1011,720.0,2007
1012,436.0,2007
1013,264.0,2007
1014,498.0,2007
1015,240.0,2007
1016,308.0,2007
1017,572.0,2007
1018,440.0,2007
1019,528.0,2007
1020,264.0,2007
1021,576.0,2007
1022,264.0,2007
1023,528.0,2007
1024,315.0,2007
1025,323.0,2007
1026,638.0,2007
1027,224.0,2007
1028,494.0,2007
1029,303.0,2007
1030,460.0,2007
1031,552.0,2007
1032,576.0,2007
1033,649.0,2007
1034,336.0,2007
1035,527.0,2007
1036,332.0,2007
1037,399.0,2007
1038,308.0,2007
1039,264.0,2007
1040,256.0,2007
1041,253.0,2007
1042,280.0,2007
1043,515.0,2007
1044,499.0,2007
1045,870.0,2007
1046,894.0,2007
1047,870.0,2007
1048,796.0,2007
1049,674.0,2007
1050,524.0,2007
1051,578.0,2007
1052,619.0,2007
1053,529.0,2007
1054,747.0,2007
1055,497.0,2007
1056,384.0,2007
1057,242.0,2007
1058,597.0,2007
1059,534.0,2007
1060,517.0,2007
1061,486.0,2007
1062,440.0,2007
1063,370.0,2007
1064,576.0,2007
1065,748.0,2007
1066,308.0,2007
1067,440.0,2007
1068,576.0,2007
1069,728.0,2007
1070,583.0,2007
1071,610.0,2007
1072,542.0,2007
1073,484.0,2007
1074,560.0,2007
1075,608.0,2007
1076,482.0,2007
1077,552.0,2007
1078,578.0,2007
1079,437.0,2007
1080,484.0,2007
1081,400.0,2007
1082,384.0,2007
1083,520.0,2007
1084,576.0,2007
1085,622.0,2007
1086,528.0,2007
1087,579.0,2007
1088,489.0,2007
1089,1154.0,2007
1090,525.0,2007
1091,392.0,2007
1092,0.0,2007
1093,0.0,2007
1094,216.0,2007
1095,355.0,2007
1096,528.0,2007
1097,0.0,2007
1098,352.0,2007
1099,240.0,2007
1100,216.0,2007
1101,228.0,2007
1102,225.0,2007
1103,264.0,2007
1104,400.0,2007
1105,231.0,2007
1106,528.0,2007
1107,580.0,2007
1108,552.0,2007
1109,462.0,2007
1110,628.0,2007
1111,509.0,2007
1112,625.0,2007
1113,691.0,2007
1114,720.0,2007
1115,0.0,2007
1117,100.0,2007
1118,256.0,2007
1119,0.0,2007
1120,720.0,2007
1121,216.0,2007
1122,495.0,2007
1123,486.0,2007
1124,650.0,2007
1125,576.0,2007
1126,506.0,2007
1127,360.0,2007
1128,528.0,2007
1129,512.0,2007
1130,461.0,2007
1131,433.0,2007
1132,502.0,2007
1133,528.0,2007
1134,471.0,2007
1135,692.0,2007
1136,571.0,2007
1137,452.0,2007
1138,932.0,2007
1139,1041.0,2007
1140,460.0,2007
1141,253.0,2007
1142,297.0,2007
1143,0.0,2007
1144,286.0,2007
1145,678.0,2007
1146,528.0,2007
1147,672.0,2007
1148,531.0,2007
1149,0.0,2007
1150,444.0,2007
1151,502.0,2007
1152,264.0,2007
1153,288.0,2007
1154,452.0,2006
1155,313.0,2006
1156,963.0,2006
1157,550.0,2006
1158,506.0,2006
1159,400.0,2006
1160,423.0,2006
1161,443.0,2006
1162,527.0,2006
1163,773.0,2006
1164,618.0,2006
1165,402.0,2006
1166,461.0,2006
1167,670.0,2006
1168,758.0,2006
1169,675.0,2006
1170,736.0,2006
1171,660.0,2006
1172,517.0,2006
1173,722.0,2006
1174,582.0,2006
1175,482.0,2006
1176,596.0,2006
1177,541.0,2006
1178,485.0,2006
1179,462.0,2006
1180,576.0,2006
1181,543.0,2006
1182,440.0,2006
1183,440.0,2006
1184,264.0,2006
1185,264.0,2006
1186,264.0,2006
1187,440.0,2006
1188,300.0,2006
1189,319.0,2006
1190,460.0,2006
1191,831.0,2006
1192,880.0,2006
1193,874.0,2006
1194,1085.0,2006
1195,670.0,2006
1196,521.0,2006
1197,575.0,2006
1198,672.0,2006
1199,784.0,2006
1200,925.0,2006
1201,816.0,2006
1202,746.0,2006
1203,556.0,2006
1204,899.0,2006
1205,575.0,2006
1206,390.0,2006
1207,440.0,2006
1208,427.0,2006
1209,632.0,2006
1210,440.0,2006
1211,437.0,2006
1212,398.0,2006
1213,388.0,2006
1214,440.0,2006
1215,433.0,2006
1216,431.0,2006
1217,617.0,2006
1218,885.0,2006
1219,768.0,2006
1220,774.0,2006
1221,725.0,2006
1222,959.0,2006
1223,803.0,2006
1224,704.0,2006
1225,760.0,2006
1226,928.0,2006
1227,510.0,2006
1228,584.0,2006
1229,792.0,2006
1230,615.0,2006
1231,0.0,2006
1232,612.0,2006
1233,0.0,2006
1234,462.0,2006
1235,449.0,2006
1236,688.0,2006
1237,462.0,2006
1238,542.0,2006
1239,484.0,2006
1240,472.0,2006
1241,624.0,2006
1242,528.0,2006
1243,576.0,2006
1244,310.0,2006
1245,294.0,2006
1246,484.0,2006
1247,308.0,2006
1248,0.0,2006
1249,288.0,2006
1250,550.0,2006
1251,888.0,2006
1252,588.0,2006
1253,480.0,2006
1254,440.0,2006
1255,496.0,2006
1256,434.0,2006
1257,564.0,2006
1258,501.0,2006
1259,477.0,2006
1260,504.0,2006
1261,530.0,2006
1262,504.0,2006
1263,326.0,2006
1264,264.0,2006
1265,568.0,2006
1266,299.0,2006
1267,430.0,2006
1268,480.0,2006
1269,286.0,2006
1270,240.0,2006
1271,273.0,2006
1272,441.0,2006
1273,240.0,2006
1274,280.0,2006
1275,234.0,2006
1276,240.0,2006
1277,506.0,2006
1278,441.0,2006
1279,430.0,2006
1280,331.0,2006
1281,488.0,2006
1282,300.0,2006
1283,353.0,2006
1284,286.0,2006
1285,280.0,2006
1286,400.0,2006
1287,684.0,2006
1288,319.0,2006
1289,300.0,2006
1290,270.0,2006
1291,791.0,2006
1292,896.0,2006
1293,1008.0,2006
1294,649.0,2006
1295,371.0,2006
1296,660.0,2006
1297,280.0,2006
1298,528.0,2006
1299,648.0,2006
1300,294.0,2006
1301,264.0,2006
1302,418.0,2006
1303,484.0,2006
1304,441.0,2006
1305,597.0,2006
1306,400.0,2006
1307,0.0,2006
1308,288.0,2006
1309,528.0,2006
1310,336.0,2006
1311,0.0,2006
1312,624.0,2006
1313,240.0,2006
1314,162.0,2006
1315,400.0,2006
1316,576.0,2006
1317,200.0,2006
1318,576.0,2006
1319,280.0,2006
1320,216.0,2006
1321,528.0,2006
1322,216.0,2006
1323,576.0,2006
1324,450.0,2006
1325,200.0,2006
1326,378.0,2006
1327,250.0,2006
1328,432.0,2006
1329,0.0,2006
1330,624.0,2006
1331,0.0,2006
1332,240.0,2006
1333,258.0,2006
1334,180.0,2006
1335,210.0,2006
1336,576.0,2006
1337,370.0,2006
1338,390.0,2006
1339,0.0,2006
1340,308.0,2006
1341,288.0,2006
1342,576.0,2006
1343,394.0,2006
1344,260.0,2006
1345,180.0,2006
1346,246.0,2006
1347,528.0,2006
1348,336.0,2006
1349,286.0,2006
1350,512.0,2006
1351,616.0,2006
1352,580.0,2006
1353,586.0,2006
1354,322.0,2006
1355,521.0,2006
1356,575.0,2006
1357,576.0,2006
1358,450.0,2006
1359,504.0,2006
1360,215.0,2006
1361,795.0,2006
1362,836.0,2006
1363,528.0,2006
1364,569.0,2006
1365,288.0,2006
1366,305.0,2006
1367,506.0,2006
1368,920.0,2006
1369,848.0,2006
1370,632.0,2006
1371,495.0,2006
1372,754.0,2006
1373,638.0,2006
1374,576.0,2006
1375,610.0,2006
1376,522.0,2006
1377,462.0,2006
1378,473.0,2006
1379,591.0,2006
1380,515.0,2006
1381,586.0,2006
1382,317.0,2006
1383,672.0,2006
1384,297.0,2006
1385,591.0,2006
1386,530.0,2006
1387,418.0,2006
1388,529.0,2006
1389,646.0,2006
1390,467.0,2006
1391,555.0,2006
1392,610.0,2006
1393,420.0,2006
1394,545.0,2006
1395,578.0,2006
1396,572.0,2006
1397,502.0,2006
1398,528.0,2006
1399,0.0,2006
1400,360.0,2006
1401,616.0,2006
1402,0.0,2006
1403,502.0,2006
1404,525.0,2006
1405,380.0,2006
1406,265.0,2006
1407,528.0,2006
1408,288.0,2006
1409,609.0,2006
1410,0.0,2006
1411,216.0,2006
1412,275.0,2006
1413,240.0,2006
1414,440.0,2006
1415,312.0,2006
1416,216.0,2006
1417,288.0,2006
1418,240.0,2006
1419,240.0,2006
1420,318.0,2006
1421,410.0,2006
1422,451.0,2006
1423,579.0,2006
1424,365.0,2006
1425,342.0,2006
1426,215.0,2006
1427,506.0,2006
1428,0.0,2006
1429,272.0,2006
1430,384.0,2006
1431,0.0,2006
1432,0.0,2006
1433,0.0,2006
1434,495.0,2006
1435,525.0,2006
1436,576.0,2006
1437,616.0,2006
1438,490.0,2006
1439,528.0,2006
1440,518.0,2006
1441,470.0,2006
1442,714.0,2006
1443,682.0,2006
1444,270.0,2006
1445,784.0,2006
1446,336.0,2006
1447,288.0,2006
1448,928.0,2006
1449,0.0,2006
1450,253.0,2006
1451,336.0,2006
1452,286.0,2006
1453,0.0,2006
1454,0.0,2006
1455,286.0,2006
1456,576.0,2006
1457,0.0,2006
1458,650.0,2006
